No,,40대남성 유입인구,출발지,ADDR,경도,위도,상태
1,45271,45.55,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
2,45302,44.77,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
3,45333,56.65,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
4,45625,41.41,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
5,45656,37.84,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
6,45687,68.09,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
7,45983,43.6,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
8,46014,28.66,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
9,46319,48.65,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
10,46350,61.94,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
11,46381,55.04,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
12,46694,5.21,26,부산광역시,129.060670382572,35.2115305988583,인근좌표
13,46725,6.71,26,부산광역시,129.060670382572,35.2115305988583,인근좌표
14,46756,6.94,26,부산광역시,129.060670382572,35.2115305988583,인근좌표
15,47066,53.78,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
16,47097,41.73,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
17,47128,46.58,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
18,47433,70.24,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
19,47464,1.34,26,부산광역시,129.060670382572,35.2115305988583,인근좌표
20,47494,1.59,26,부산광역시,129.060670382572,35.2115305988583,인근좌표
21,47814,10.59,26,부산광역시,129.060670382572,35.2115305988583,인근좌표
22,47845,13.24,26,부산광역시,129.060670382572,35.2115305988583,인근좌표
23,47876,6.04,26,부산광역시,129.060670382572,35.2115305988583,인근좌표
24,48205,56.39,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
25,48236,64.99,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
26,48556,1.75,26,부산광역시,129.060670382572,35.2115305988583,인근좌표
27,48587,3.22,26,부산광역시,129.060670382572,35.2115305988583,인근좌표
28,48618,9.95,26,부산광역시,129.060670382572,35.2115305988583,인근좌표
29,48942,4.62,26,부산광역시,129.060670382572,35.2115305988583,인근좌표
30,48973,2.0,26,부산광역시,129.060670382572,35.2115305988583,인근좌표
31,49004,5.67,26,부산광역시,129.060670382572,35.2115305988583,인근좌표
32,49317,84.78,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
33,49348,96.02,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
34,49379,123.33,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
35,50355,17.73,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
36,50386,18.35,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
37,50417,31.01,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
38,50718,43.59,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
39,50749,57.87,11,서울특별시,126.939608254272,37.5644810925977,인근좌표
40,50860,7.36,44,충청남도,126.83171574747,36.5218446855619,인근좌표
41,50891,6.43,44,충청남도,126.83171574747,36.5218446855619,인근좌표
42,50922,35.59,44,충청남도,126.83171574747,36.5218446855619,인근좌표
43,50971,25.86,47,경상북도,128.636720362313,36.3620147567157,인근좌표
44,51002,5.34,47,경상북도,128.636720362313,36.3620147567157,인근좌표
45,51033,2.64,47,경상북도,128.636720362313,36.3620147567157,인근좌표
46,51064,49.58,28,인천광역시,126.458632796252,37.4752181625719,인근좌표
47,51095,52.09,28,인천광역시,126.458632796252,37.4752181625719,인근좌표
48,51120,41.63,41,경기도,127.496042691363,37.5684708981377,인근좌표
49,51151,213.51,41,경기도,127.496042691363,37.5684708981377,인근좌표
50,51182,16213.5,41,경기도,127.496042691363,37.5684708981377,인근좌표
51,51211,8.54,44,충청남도,126.83171574747,36.5218446855619,인근좌표
52,51242,5.35,44,충청남도,126.83171574747,36.5218446855619,인근좌표
53,51273,3.37,44,충청남도,126.83171574747,36.5218446855619,인근좌표
54,51325,2.81,47,경상북도,128.636720362313,36.3620147567157,인근좌표
55,51356,3.34,47,경상북도,128.636720362313,36.3620147567157,인근좌표
56,51387,9.39,47,경상북도,128.636720362313,36.3620147567157,인근좌표
57,51395,91.56,28,인천광역시,126.458632796252,37.4752181625719,인근좌표
58,51426,70.42,28,인천광역시,126.458632796252,37.4752181625719,인근좌표
59,51457,46.66,28,인천광역시,126.458632796252,37.4752181625719,인근좌표
60,51482,45.96,41,경기도,127.496042691363,37.5684708981377,인근좌표
61,51513,585.89,41,경기도,127.496042691363,37.5684708981377,인근좌표
62,51544,144.22,41,경기도,127.496042691363,37.5684708981377,인근좌표
63,51560,1.22,44,충청남도,126.83171574747,36.5218446855619,인근좌표
64,51591,15.09,44,충청남도,126.83171574747,36.5218446855619,인근좌표
65,51622,17.04,44,충청남도,126.83171574747,36.5218446855619,인근좌표
66,51674,0.54,47,경상북도,128.636720362313,36.3620147567157,인근좌표
67,51705,0.6,47,경상북도,128.636720362313,36.3620147567157,인근좌표
68,51736,0.34,47,경상북도,128.636720362313,36.3620147567157,인근좌표
69,51766,68.9,28,인천광역시,126.458632796252,37.4752181625719,인근좌표
70,51797,2.23,28,인천광역시,126.458632796252,37.4752181625719,인근좌표
71,51828,0.68,28,인천광역시,126.458632796252,37.4752181625719,인근좌표
72,51862,30.68,41,경기도,127.496042691363,37.5684708981377,인근좌표
73,51893,23.04,41,경기도,127.496042691363,37.5684708981377,인근좌표
74,51932,7.62,44,충청남도,126.83171574747,36.5218446855619,인근좌표
75,51963,39.76,45,전라북도,127.133880702483,35.7282934081942,인근좌표
76,51994,17.3,45,전라북도,127.133880702483,35.7282934081942,인근좌표
77,52028,0.07,47,경상북도,128.636720362313,36.3620147567157,인근좌표
78,52058,0.45,47,경상북도,128.636720362313,36.3620147567157,인근좌표
79,52089,2.72,47,경상북도,128.636720362313,36.3620147567157,인근좌표
80,52138,2.93,29,광주광역시,127.291776677932,37.4004581026207,인근좌표
81,52169,7.8,29,광주광역시,127.291776677932,37.4004581026207,인근좌표
82,52200,3.65,29,광주광역시,127.291776677932,37.4004581026207,인근좌표
83,52210,51.47,41,경기도,127.496042691363,37.5684708981377,인근좌표
84,52241,5.12,41,경기도,127.496042691363,37.5684708981377,인근좌표
85,52272,4.18,41,경기도,127.496042691363,37.5684708981377,인근좌표
86,52310,21.53,45,전라북도,127.133880702483,35.7282934081942,인근좌표
87,52341,6.4,45,전라북도,127.133880702483,35.7282934081942,인근좌표
88,52372,4.31,45,전라북도,127.133880702483,35.7282934081942,인근좌표
89,52402,27.99,48,경상남도,128.374216775008,35.3683619233751,인근좌표
90,52433,8.74,48,경상남도,128.374216775008,35.3683619233751,인근좌표
91,52464,3.93,48,경상남도,128.374216775008,35.3683619233751,인근좌표
92,52500,14.02,29,광주광역시,127.291776677932,37.4004581026207,인근좌표
93,52531,22.89,29,광주광역시,127.291776677932,37.4004581026207,인근좌표
94,52562,24.31,30,대전광역시,127.387475126047,36.3416757731795,인근좌표
95,52573,14.05,41,경기도,127.496042691363,37.5684708981377,인근좌표
96,52604,10.77,42,강원도,128.220740653845,37.8134662152505,인근좌표
97,52635,45.06,42,강원도,128.220740653845,37.8134662152505,인근좌표
98,52668,1.69,45,전라북도,127.133880702483,35.7282934081942,인근좌표
99,52699,7.03,45,전라북도,127.133880702483,35.7282934081942,인근좌표
100,52730,1.13,45,전라북도,127.133880702483,35.7282934081942,인근좌표
101,52770,0.82,48,경상남도,128.374216775008,35.3683619233751,인근좌표
102,52800,1.27,48,경상남도,128.374216775008,35.3683619233751,인근좌표
103,52830,20.8,50,세종특별자치시,127.269725737009,36.5702933275941,인근좌표
104,52872,25.3,30,대전광역시,127.387475126047,36.3416757731795,인근좌표
105,52903,46.95,30,대전광역시,127.387475126047,36.3416757731795,인근좌표
106,52947,8.28,42,강원도,128.220740653845,37.8134662152505,인근좌표
107,52978,4.23,42,강원도,128.220740653845,37.8134662152505,인근좌표
108,53009,1.65,42,강원도,128.220740653845,37.8134662152505,인근좌표
109,53036,1.41,45,전라북도,127.133880702483,35.7282934081942,인근좌표
110,53067,1.34,45,전라북도,127.133880702483,35.7282934081942,인근좌표
111,53098,1.07,45,전라북도,127.133880702483,35.7282934081942,인근좌표
112,53129,1.29,45,전라북도,127.133880702483,35.7282934081942,인근좌표
113,53130,0.92,47,경상북도,128.636720362313,36.3620147567157,인근좌표
114,53161,2.39,47,경상북도,128.636720362313,36.3620147567157,인근좌표
115,53192,11.68,47,경상북도,128.636720362313,36.3620147567157,인근좌표
116,53223,1.75,47,경상북도,128.636720362313,36.3620147567157,인근좌표
117,53229,40.46,30,대전광역시,127.387475126047,36.3416757731795,인근좌표
118,53260,27.11,30,대전광역시,127.387475126047,36.3416757731795,인근좌표
119,53291,2.49,31,울산광역시,129.212712267684,35.5274432159646,인근좌표
120,53334,1.38,42,강원도,128.220740653845,37.8134662152505,인근좌표
121,53365,2.14,42,강원도,128.220740653845,37.8134662152505,인근좌표
122,53396,2.69,42,강원도,128.220740653845,37.8134662152505,인근좌표
123,53439,1.08,45,전라북도,127.133880702483,35.7282934081942,인근좌표
124,53470,7.48,45,전라북도,127.133880702483,35.7282934081942,인근좌표
125,53501,6.0,46,전라남도,126.979450615245,34.8917204752681,인근좌표
126,53516,2.75,48,경상남도,128.374216775008,35.3683619233751,인근좌표
127,53547,3.03,48,경상남도,128.374216775008,35.3683619233751,인근좌표
128,53578,2.93,48,경상남도,128.374216775008,35.3683619233751,인근좌표
129,53611,8.23,31,울산광역시,129.212712267684,35.5274432159646,인근좌표
130,53642,3.46,31,울산광역시,129.212712267684,35.5274432159646,인근좌표
131,53673,4.74,31,울산광역시,129.212712267684,35.5274432159646,인근좌표
132,53719,6.79,42,강원도,128.220740653845,37.8134662152505,인근좌표
133,53750,2.29,42,강원도,128.220740653845,37.8134662152505,인근좌표
134,53781,2.45,42,강원도,128.220740653845,37.8134662152505,인근좌표
135,53819,10.35,46,전라남도,126.979450615245,34.8917204752681,인근좌표
136,53850,6.02,46,전라남도,126.979450615245,34.8917204752681,인근좌표
137,53881,3.21,46,전라남도,126.979450615245,34.8917204752681,인근좌표
138,53897,2.97,48,경상남도,128.374216775008,35.3683619233751,인근좌표
139,53928,28.27,48,경상남도,128.374216775008,35.3683619233751,인근좌표
140,53959,2.87,48,경상남도,128.374216775008,35.3683619233751,인근좌표
141,53978,7.02,31,울산광역시,129.212712267684,35.5274432159646,인근좌표
143,54040,581.05,41,경기도,127.496042691363,37.5684708981377,인근좌표
144,54078,1.43,42,강원도,128.220740653845,37.8134662152505,인근좌표
145,54109,1.09,42,강원도,128.220740653845,37.8134662152505,인근좌표
146,54140,0.33,42,강원도,128.220740653845,37.8134662152505,인근좌표
147,54180,4.75,46,전라남도,126.979450615245,34.8917204752681,인근좌표
148,54210,1.64,46,전라남도,126.979450615245,34.8917204752681,인근좌표
149,54241,4.68,46,전라남도,126.979450615245,34.8917204752681,인근좌표
150,54274,0.55,47,경상북도,128.636720362313,36.3620147567157,인근좌표
151,54305,0.58,47,경상북도,128.636720362313,36.3620147567157,인근좌표
152,54333,0.08,47,경상북도,128.636720362313,36.3620147567157,인근좌표
153,54363,262.93,41,경기도,127.496042691363,37.5684708981377,인근좌표
154,54394,59.94,41,경기도,127.496042691363,37.5684708981377,인근좌표
155,54425,140.45,41,경기도,127.496042691363,37.5684708981377,인근좌표
156,54451,0.75,42,강원도,128.220740653845,37.8134662152505,인근좌표
157,54482,1.13,42,강원도,128.220740653845,37.8134662152505,인근좌표
158,54513,1.63,42,강원도,128.220740653845,37.8134662152505,인근좌표
159,54547,0.14,46,전라남도,126.979450615245,34.8917204752681,인근좌표
160,54578,0.46,46,전라남도,126.979450615245,34.8917204752681,인근좌표
161,54609,0.22,46,전라남도,126.979450615245,34.8917204752681,인근좌표
162,54626,0.2,48,경상남도,128.374216775008,35.3683619233751,인근좌표
163,54656,0.36,48,경상남도,128.374216775008,35.3683619233751,인근좌표
164,54687,1.95,48,경상남도,128.374216775008,35.3683619233751,인근좌표
165,54718,2.34,48,경상남도,128.374216775008,35.3683619233751,인근좌표
166,54755,112.94,41,경기도,127.496042691363,37.5684708981377,인근좌표
167,54786,63.33,41,경기도,127.496042691363,37.5684708981377,인근좌표
168,54830,1.49,42,강원도,128.220740653845,37.8134662152505,인근좌표
169,54861,175.07,43,충청북도,127.572018847082,36.6359079075254,인근좌표
170,54892,53.01,43,충청북도,127.572018847082,36.6359079075254,인근좌표
171,54913,3.02,46,전라남도,126.979450615245,34.8917204752681,인근좌표
172,54944,0.15,46,전라남도,126.979450615245,34.8917204752681,인근좌표
173,54975,0.42,46,전라남도,126.979450615245,34.8917204752681,인근좌표
174,55014,8.45,48,경상남도,128.374216775008,35.3683619233751,인근좌표
175,55045,13.06,48,경상남도,128.374216775008,35.3683619233751,인근좌표
176,55076,1.62,48,경상남도,128.374216775008,35.3683619233751,인근좌표
177,55104,2005.61,41,경기도,127.496042691363,37.5684708981377,인근좌표
178,55135,9.18,41,경기도,127.496042691363,37.5684708981377,인근좌표
179,55166,223.19,41,경기도,127.496042691363,37.5684708981377,인근좌표
180,55204,16.44,43,충청북도,127.572018847082,36.6359079075254,인근좌표
181,55235,1.68,43,충청북도,127.572018847082,36.6359079075254,인근좌표
182,55266,6.2,43,충청북도,127.572018847082,36.6359079075254,인근좌표
183,55280,1.61,46,전라남도,126.979450615245,34.8917204752681,인근좌표
184,55311,0.96,46,전라남도,126.979450615245,34.8917204752681,인근좌표
185,55342,3.01,46,전라남도,126.979450615245,34.8917204752681,인근좌표
186,55391,4.17,26,부산광역시,129.060670382572,35.2115305988583,인근좌표
187,55422,5.1,26,부산광역시,129.060670382572,35.2115305988583,인근좌표
188,55453,0.91,27,대구광역시,128.596571046326,35.8109927137076,인근좌표
189,55484,122.9,41,경기도,127.496042691363,37.5684708981377,인근좌표
190,55515,15.98,41,경기도,127.496042691363,37.5684708981377,인근좌표
191,55546,35.32,41,경기도,127.496042691363,37.5684708981377,인근좌표
192,55573,1.63,43,충청북도,127.572018847082,36.6359079075254,인근좌표
193,55604,11.67,43,충청북도,127.572018847082,36.6359079075254,인근좌표
194,55635,130.35,43,충청북도,127.572018847082,36.6359079075254,인근좌표
195,55644,0.65,46,전라남도,126.979450615245,34.8917204752681,인근좌표
196,55675,2.23,46,전라남도,126.979450615245,34.8917204752681,인근좌표
197,55706,0.85,46,전라남도,126.979450615245,34.8917204752681,인근좌표
198,55737,0.74,46,전라남도,126.979450615245,34.8917204752681,인근좌표
199,55758,10.85,27,대구광역시,128.596571046326,35.8109927137076,인근좌표
200,55789,8.05,27,대구광역시,128.596571046326,35.8109927137076,인근좌표
201,55820,3.14,27,대구광역시,128.596571046326,35.8109927137076,인근좌표
202,55860,113.14,41,경기도,127.496042691363,37.5684708981377,인근좌표
203,55891,389.34,41,경기도,127.496042691363,37.5684708981377,인근좌표
204,55938,6.29,43,충청북도,127.572018847082,36.6359079075254,인근좌표
205,55969,155.69,43,충청북도,127.572018847082,36.6359079075254,인근좌표
208,56065,0.25,46,전라남도,126.979450615245,34.8917204752681,인근좌표
209,56096,8.15,47,경상북도,128.636720362313,36.3620147567157,인근좌표
210,56123,19.33,27,대구광역시,128.596571046326,35.8109927137076,인근좌표
211,56154,10.93,27,대구광역시,128.596571046326,35.8109927137076,인근좌표
212,56185,18.94,27,대구광역시,128.596571046326,35.8109927137076,인근좌표
213,56200,123.42,41,경기도,127.496042691363,37.5684708981377,인근좌표
214,56231,87.14,41,경기도,127.496042691363,37.5684708981377,인근좌표
215,56262,40.49,41,경기도,127.496042691363,37.5684708981377,인근좌표
216,56299,865.84,44,충청남도,126.83171574747,36.5218446855619,인근좌표
217,56330,11.32,44,충청남도,126.83171574747,36.5218446855619,인근좌표
218,56384,7.54,47,경상북도,128.636720362313,36.3620147567157,인근좌표
219,56415,12.31,47,경상북도,128.636720362313,36.3620147567157,인근좌표
220,56446,3.74,47,경상북도,128.636720362313,36.3620147567157,인근좌표
221,56475,9.12,27,대구광역시,128.596571046326,35.8109927137076,인근좌표
222,56506,13.27,28,인천광역시,126.458632796252,37.4752181625719,인근좌표
223,56537,7.22,28,인천광역시,126.458632796252,37.4752181625719,인근좌표
224,56559,56.99,41,경기도,127.496042691363,37.5684708981377,인근좌표
225,56590,961.48,41,경기도,127.496042691363,37.5684708981377,인근좌표
226,56621,9.57,44,충청남도,126.83171574747,36.5218446855619,인근좌표
227,56652,165.03,44,충청남도,126.83171574747,36.5218446855619,인근좌표
228,56683,17.6,44,충청남도,126.83171574747,36.5218446855619,인근좌표
229,61171,3.98,50,세종특별자치시,127.269725737009,36.5702933275941,인근좌표
